quelle,url,titel,address,plz,bezirk,preis,wohnfläche,zimmer,balkon,terrasse,garten,einbauküche,fahrstuhl,keller,garage,carport,parkplatz,barrierefrei,haustiere_erlaubt,teilmöbliert_/_möbliert,stockwerk,verfügbar,bautyp,zustand,baujahr,preis_raw,wohnfläche_raw,zimmer_raw,böden,befristung,heizung,abstellraum,objekttyp,grundfläche,objektbeschreibung,lage,ausstattung,preis_und_detailinformation,zusatzinformationen,sonstiges,energieausweis_heizung,details,beschreibung,merkmale,highlight_raw
immowelt,https://www.immowelt.at/expose/2m3uh5z,"""Klein, fein & brandneu - diese 2-Zimmer Wohnung hat Charme""",Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,47.5,2.0,False,True,,False,True,True,False,,False,,False,True,,01.03.2026,,gepflegt,,€ 1.200,"47,50 m²",2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Terrasse rollstuhlgerecht Ausstattung: möbliert Zustand: gepflegt Weitere Räume: Kelleranteil Baujahr: ca. 2017 Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n26654,Wohnen mit Blick & Konzept: ODO25 in bester Lage mit intelligenten Grundrissen,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.45,2.0,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.089,"47,45 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n4x554,Nachhaltig Leben in Top-Lage - ODO25 mit effizienter Energie & cleverer Raumplanung,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.45,2.0,False,True,,False,True,False,False,,False,,False,False,5. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.120,"47,45 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Terrasse offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nda554,Living at its best - ERSTZBEZUG in U3 Nähe,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.45,2.0,True,False,,False,True,False,False,,False,,False,False,4. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.099,"47,45 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nbu454,ODO25 | 2 Zimmer | Maisonette | Terrasse | Erstbezug | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.45,2.0,False,True,,True,True,False,True,,False,,False,False,5. Geschoss,01.07.2026,,Erstbezug,2026,"€ 1.120,01","47,45 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Terrasse Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2ndq454,ODO25 | 2 Zimmer | Balkon | Erstbezug | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.45,2.0,True,False,,True,True,False,True,,False,,False,False,4. Geschoss,01.07.2026,,Erstbezug,2026,"€ 1.099,02","47,45 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nlm454,ODO25 | 2 Zimmer | Balkon | praktische Raumaufteilung | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.45,2.0,True,False,,True,True,False,True,,False,,False,False,3. Geschoss,01.07.2026,,Erstbezug,2026,"€ 1.089,02","47,45 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2ncx554,U3-Nähe | Erstbezug | Nachhaltiger Neubau in Ottakring,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.4,2.0,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.089,"47,40 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n7x554,"Nachhaltig leben, clever planen - Ihr Platz im Wohnprojekt ODO25 Wien",Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.4,2.0,True,False,,False,True,False,False,,False,,False,False,4. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.099,"47,40 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2ngq454,ODO25 | 2 Zimmer | Balkon | Erstbezug | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.4,2.0,True,False,,True,True,False,True,,False,,False,False,4. Geschoss,01.07.2026,,Erstbezug,2026,€ 1.099,"47,40 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2ntm454,ODO25 | 2 Zimmer | Balkon | Stadtwohnung | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.4,2.0,True,False,,True,True,False,True,,False,,False,False,3. Geschoss,01.07.2026,,Erstbezug,2026,€ 1.089,"47,40 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n72j53,Single Wohnung für gehobene Ansprüche - Provisionsfrei f. Käufer // Single apartment for premium demands - Buyer commission free! //,Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,47.22,2.0,False,True,,False,True,True,False,,False,,False,False,1. Geschoss,01.02.2026,Neubau,Erstbezug,,"€ 1.371,08","47,22 m²",2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Terrasse Ausblick: Fernblick Zustand: Erstbezug Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss Baujahr: ca. 2023 Zustand: Neubau Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nxm754,Living at its best - ERSTZBEZUG in U3 Nähe,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.19,2.0,True,False,,False,True,False,False,,False,,False,False,2. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.079,"47,19 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nkk454,ODO25 | 2 Zimmer | Balkon | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,47.19,2.0,True,False,,True,True,False,True,,False,,False,False,2. Geschoss,01.07.2026,,Erstbezug,2026,€ 1.079,"47,19 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m5wc5x,MODERN WOHNEN ZWISCHEN STADT UND NATUR - 2 Zimmer mit Balkon in U-Bahn Nähe!,Erlaaer Straße 1230 Wien (Liesing),1230,23,,47.08,2.0,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,sofort,Neubau,gepflegt,,€ 980,"47,08 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Parkett Zustand: gepflegt Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n8p453,"Doktor-Adolf-Schärf-Platz 05, 1220 Wien",Doktor-Adolf-Schärf-Platz 5 1220 Wien (Donaustadt),1220,22,,46.82,2.0,True,False,,False,False,False,False,,False,,False,False,15. Geschoss,01.04.2026,,,,€ 1.149,"46,82 m²",2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Loggia barrierefrei Ausstattung: neuwertig,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nul754,Ihr neues Zuhause in Wien-Ottakring - ODO25 vereint Komfort & Nachhaltigkeit,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,46.78,2.0,True,False,,False,True,False,False,,False,,False,False,2. Geschoss,01.07.2026,Neubau,Erstbezug,2026,€ 1.079,"46,78 m²",2,"Fliesenboden, Kunststoffboden",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon offene Küche Böden: Fliesenboden, Kunststoffboden Zustand: Erstbezug voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2026 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2npk454,ODO25 | 2 Zimmer | Balkon | zusätzlicher Stauraum | Mietbeginn ab 01.07.2026,Odoakergasse 25 1160 Wien (Ottakring),1160,16,,46.78,2.0,True,False,,True,True,False,True,,False,,False,False,2. Geschoss,01.07.2026,,Erstbezug,2026,€ 1.079,"46,78 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2026 Personenaufzug 19 Stellplätze: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mzpn5z,Schön ausgestattete 2-Zimmer-Wohnung mit Balkon (Zweitbezug) in Ottakring,"Straße nicht freigegeben 1160 Wien,Ottakring",1160,16,,46.49,2.0,True,False,,True,True,False,False,,False,,False,False,4. Geschoss,01.02.2026,Neubau,gepflegt,2021,"€ 968,13","46,49 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt Baujahr: 2021 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nagq53,/ DIREKT AM KIRSCHBLÜTENPARK / TOLLE NEUBAUWOHNUNG / MIT BALKON / 3. STOCK / VERFÜGBAR AB 1.04.2026,Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,46.48,2.0,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,01.04.2026,Neubau,,2021,"€ 998,12","46,48 m²",2,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Balkon offene Küche Böden: Parkett Ausstattung: neuwertig Anschlüsse: Kabelanschluss Baujahr: 2021 Zustand: Neubau Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mfm35t,2-Zimmer Dachgeschoss-Neubau/Erstbezug-beim Mühlwasser-Terrassen-Aircondition,Khuenweg 5 1220 Wien(Stadt) (Donaustadt),1220,22,,46.36,2.0,False,True,,True,True,True,True,,True,,False,False,Dachgeschoss,sofort,Neubau,Erstbezug,2025,€ 1.060,"46,36 m²",2,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Terrasse Ausblick: Fernblick Einbauküche Böden: Parkett Fenster: Aluminiumfenster, Holzfenster Zustand: Erstbezug teilweise klimatisiert Weitere Räume: Kelleranteil, Abstellraum Baujahr: 2025 Zustand: Neubau Personenaufzug Stellplatz: Tiefgarage",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n2tu52,2-Zimmer-Erstbezug mit Freifläche - Nähe Alte Donau | U-Bahnnähe,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,46.3,2.0,True,False,,True,True,False,False,,False,,False,False,4. Geschoss,01.05.2026,Neubau,Erstbezug,2025,€ 959,"46,30 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon, Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2025 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2max65z,ERSTBEZUG IN U-BAHNNÄHE | WOHNEN ZWISCHEN DONAU & GRÜN - LOGGIA!,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,46.3,2.0,True,False,,True,True,False,False,,False,,False,False,3. Geschoss,01.05.2026,Neubau,Erstbezug,2025,€ 939,"46,30 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon, Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: Erstbezug voll klimatisiert Anschlüsse: Kabelanschluss Baujahr: 2025 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2njl754,Neubauwohnung in Wien 1210 - Moderne Wohnqualität in gefragter Lage zwischen SCN und Lorettowiese,Prager Straße 105 + 109 1210 Wien (Floridsdorf),1210,21,,46.27,2.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,01.05.2026,Neubau,,2019,€ 975,"46,27 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum Baujahr: 2019 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nlbt53,"Hochwertige 2-Zimmer Wohnung an der Prager Straße! Top Infrastruktur, Straßenbahn, S-Bahn und Grünflächen in der Umgebung!",Prager Straße 105 + 109 1210 Wien (Floridsdorf),1210,21,,46.27,2.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,01.05.2026,Neubau,,2019,€ 975,"46,27 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum Baujahr: 2019 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nd6r52,Moderne 2 Zimmerwohnung mit großzügiger Freifläche!,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,46.27,2.0,True,False,,True,True,False,False,,False,,False,False,4. Geschoss,01.05.2026,Neubau,gepflegt,2018,€ 975,"46,27 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Abstellraum, Wasch-Trockenraum Baujahr: 2018 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2maaq5z,"Moderne Wohnung in Hofruhelage mit großem Balkon an der Prager Straße! Straßenbahn, S-Bahn und viele Geschäfte in der Umgebung!",Prager Straße 105 + 109 1210 Wien (Floridsdorf),1210,21,,46.14,2.0,True,False,,True,True,False,False,,False,,False,False,4. Geschoss,ab sofort,Neubau,,2019,€ 835,"46,14 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum Baujahr: 2019 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nw7p52,Neubauwohnung in Wien 1210 - Moderne Wohnqualität in gefragter Lage zwischen SCN und Lorettowiese,Prager Straße 105 + 109 1210 Wien (Floridsdorf),1210,21,,46.14,2.0,True,False,,True,True,False,False,,False,,False,False,4. Geschoss,ab sofort,Neubau,,2019,€ 835,"46,14 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Abstellraum Baujahr: 2019 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2ma7n5z,Moderne 2 Zimmerwohnung mit großzügiger Freifläche!,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,46.14,2.0,True,False,,True,True,False,False,,False,,False,False,4. Geschoss,sofort,Neubau,gepflegt,2018,€ 835,"46,14 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Abstellraum, Wasch-Trockenraum Baujahr: 2018 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n76r52,Traumhafte 2 Zimmerwohnung mit großzügiger Freifläche!,Straße nicht freigegeben 1210 Wien (Floridsdorf),1210,21,,46.08,2.0,True,False,,True,True,False,False,,False,,False,False,3. Geschoss,01.04.2026,Neubau,gepflegt,2018,"€ 994,20","46,08 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Loggia Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Abstellraum, Wasch-Trockenraum Anschlüsse: Kabelanschluss Baujahr: 2018 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n9nr52,Entspanntes Wohnen in Grünruhelage: Charmante 1-Zimmer Wohnung mit Freifläche!,Czeikestraße 2 1100 Wien (Favoriten),1100,10,,46.06,1.0,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,ab sofort,Neubau,,,"€ 799,84","46,06 m²",1,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Wasch-Trockenraum Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n4nr52,Helle 1-Zimmer-Wohnung mit Balkon in Top-Lage - JETZT ANFRAGEN!,Czeikestraße 2 1100 Wien (Favoriten),1100,10,,46.06,1.0,True,False,,False,True,False,False,,False,,False,False,3. Geschoss,ab sofort,Neubau,,,"€ 799,84","46,06 m²",1,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Wasch-Trockenraum Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m6cu5r,"*Ab März* - 2 Zimmer Zweitbezugswohnung mit sonniger Loggia in der 2. Etage im wunderschönem Neubauprojekt ""Schön102"" nahe U4!","Schönbrunner Straße 1050 Wien,Margareten",1050,5,,46.03,2.0,True,False,,True,True,False,False,,False,,False,False,2. Geschoss,01.03.2026,Neubau,gepflegt,2022,€ 1.349,"46,03 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Loggia Einbauküche, offene Küche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Abstellraum, Wasch-Trockenraum Anschlüsse: Kabelanschluss Baujahr: 2022 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2m9zb5y,SINGLE-PÄRCHEN-HIT! in OBERLAA!!,Susi-Nicoletti-Weg 1100 Wien (Favoriten),1100,10,,46.0,2.0,True,False,,False,True,False,False,,False,,False,False,4. Geschoss,01.04.2026,Neubau,,2019,"€ 936,86",46 m²,2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Wanne Balkon, Garten offene Küche Böden: Fliesenboden, Parkett Anschlüsse: Kabelanschluss Baujahr: 2019 Zustand: Neubau Personenaufzug",<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mkxt5x,"Wohnen am Wasser in den DC Flats! Design, Ruhe & Cityflair vereint",Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,46.0,2.0,False,False,,False,True,True,False,,False,,False,False,11. Geschoss,sofort,Neubau,Erstbezug,2025,€ 1.110,46 m²,2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,barrierefrei Zustand: Erstbezug voll klimatisiert Weitere Räume: Kelleranteil Baujahr: 2025 Zustand: Neubau Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mgxt5x,"DC Flats - Architektur, Design & Komfort vereint!",Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,46.0,2.0,False,False,,False,True,True,False,,False,,False,False,11. Geschoss,sofort,Neubau,Erstbezug,2025,€ 1.110,46 m²,2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,barrierefrei Zustand: Erstbezug voll klimatisiert Weitere Räume: Kelleranteil Baujahr: 2025 Zustand: Neubau Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2mdxt5x,Ein Apartment zum Durchatmen - DC Flats zwischen Natur - und Stadtleben,Straße nicht freigegeben 1220 Wien (Donaustadt),1220,22,,46.0,2.0,False,False,,False,True,True,False,,False,,False,False,11. Geschoss,sofort,Neubau,Erstbezug,2025,€ 1.090,46 m²,2,,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,barrierefrei Zustand: Erstbezug voll klimatisiert Weitere Räume: Kelleranteil Baujahr: 2025 Zustand: Neubau Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2nra554,"CITY-WOHNUNG - NÄHE ALSER STRASSE - RUHIG - 4.LIFTSTOCK - SÜD-AUSRICHTUNG - NÄHE UNI-CAMPUS, AKH, UNI WIEN",Straße nicht freigegeben 1090 Wien (Alsergrund),1090,9,,45.92,1.0,False,False,,False,True,False,False,,False,,False,False,4. Geschoss,sofort,Neubau,gepflegt,2004,"€ 873,38","45,92 m²",1,Parkett,<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,Bad mit Wanne offene Küche barrierefrei Böden: Parkett Zustand: gepflegt Baujahr: 2004 Zustand: Neubau Personenaufzug,<NA>,<NA>,<NA>
immowelt,https://www.immowelt.at/expose/2n4gp53,Attraktive 2 Zimmer Wohnung mit Balkon nahe der U3 Kendlerstraße,Straße nicht freigegeben 1140 Wien (Penzing),1140,14,,45.81,2.0,True,False,,True,True,False,False,,False,,False,False,4. Geschoss,ab 01.04.2026,,gepflegt,2024,€ 1.149,"45,81 m²",2,"Fliesenboden, Parkett",<NA>,<NA>,,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,<NA>,"Bad mit Dusche Balkon Einbauküche, offene Küche barrierefrei Böden: Fliesenboden, Parkett Zustand: gepflegt voll klimatisiert Weitere Räume: Abstellraum Baujahr: 2024 Personenaufzug",<NA>,<NA>,<NA>
